ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
961,1975-03-01,Scotland,Wales,12,10,1975 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
962,1975-03-01,Ireland,France,25,6,1975 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
963,1975-03-15,Wales,Ireland,32,4,1975 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
964,1975-03-15,England,Scotland,7,6,1975 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
965,1975-05-24,Australia,England,16,9,1975 England tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
966,1975-05-31,Australia,England,30,21,1975 England tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team
967,1975-06-14,New Zealand,Scotland,24,0,1975 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
968,1975-06-21,South Africa,France,38,25,1975 France rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False,home_team
969,1975-06-28,South Africa,France,33,18,1975 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
970,1975-10-19,France,Argentina,29,6,1975 Argentina tour of France,Stade de Gerland,Lyon,France,False,False,home_team
971,1975-10-25,France,Argentina,36,21,1975 Argentina tour of France,Parc des Princes,Paris,France,False,False,home_team
972,1975-12-06,Scotland,Australia,10,3,"1975–76 Australia tour of Great Britain, Ireland and North America",Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
973,1975-12-20,Wales,Australia,28,3,"1975–76 Australia tour of Great Britain, Ireland and North America",National Stadium,Cardiff,Wales,False,False,home_team
974,1976-01-03,England,Australia,23,6,"1975–76 Australia tour of Great Britain, Ireland and North America",Twickenham Stadium,London,England,False,False,home_team
975,1976-01-10,Scotland,France,6,13,1976 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
976,1976-01-17,Ireland,Australia,10,20,"1975–76 Australia tour of Great Britain, Ireland and North America",Lansdowne Road,Dublin,Ireland,False,False,away_team
977,1976-01-17,England,Wales,9,21,1976 Five Nations Championship,Twickenham,London,England,False,False,away_team
978,1976-02-07,France,Ireland,26,3,1976 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
979,1976-02-07,Wales,Scotland,28,6,1976 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
980,1976-02-21,Ireland,Wales,9,34,1976 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
981,1976-02-21,Scotland,England,22,12,1976 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
982,1976-03-06,England,Ireland,12,13,1976 Five Nations Championship,Twickenham,London,England,False,False,away_team
983,1976-03-06,Wales,France,19,13,1976 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
984,1976-03-20,Ireland,Scotland,6,15,1976 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
985,1976-03-20,France,England,30,9,1976 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
986,1976-06-05,New Zealand,Ireland,11,3,1976 Ireland rugby union tour of New Zealand and Fiji,Athletic Park,Wellington,New Zealand,False,False,home_team
987,1976-07-24,South Africa,New Zealand,16,7,1976 New Zealand tour,Kings Park Stadium,Durban,South Africa,False,False,home_team
988,1976-08-14,South Africa,New Zealand,9,15,1976 New Zealand tour,Free State Stadium,Bloemfontein,South Africa,False,False,away_team
989,1976-09-04,South Africa,New Zealand,15,10,1976 New Zealand tour,Newlands,Cape Town,South Africa,False,False,home_team
990,1976-09-18,South Africa,New Zealand,15,14,1976 New Zealand tour,Ellis Park,Johannesburg,South Africa,False,False,home_team
991,1976-10-24,France,Australia,18,15,1976 Australia tour of France and Italy,Stade Chaban-Delmas,Bordeaux,France,False,False,home_team
992,1976-10-30,France,Australia,34,6,1976 Australia tour of France and Italy,Parc des Princes,Paris,France,False,False,home_team
993,1977-01-15,Wales,Ireland,25,9,1977 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
994,1977-01-15,England,Scotland,26,6,1977 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
995,1977-02-01,England,France,3,4,1977 Five Nations Championship,Twickenham,London,England,False,False,away_team
996,1977-02-05,France,Wales,16,9,1977 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
997,1977-02-05,Ireland,England,0,4,1977 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
998,1977-02-19,Scotland,Ireland,21,18,1977 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
999,1977-03-05,France,Scotland,23,3,1977 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1000,1977-03-05,Wales,England,14,9,1977 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
1001,1977-03-19,Scotland,Wales,9,18,1977 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1002,1977-03-19,Ireland,France,6,15,1977 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1003,1977-06-25,Argentina,France,3,26,1977 France tour of Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina,False,False,away_team
1004,1977-07-02,Argentina,France,18,18,1977 France tour of Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina,False,False,
1005,1977-11-11,France,New Zealand,18,13,1977 New Zealand tour,Stadium Municipal,Toulouse,France,False,False,home_team
1006,1977-11-19,France,New Zealand,3,15,1977 New Zealand tour,Parc des Princes,Paris,France,False,False,away_team
1007,1978-01-21,France,England,15,6,1978 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1008,1978-01-21,Ireland,Scotland,12,9,1978 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1009,1978-02-04,England,Wales,6,9,1978 Five Nations Championship,Twickenham,London,England,False,False,away_team
1010,1978-02-04,Scotland,France,16,19,1978 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
1011,1978-02-18,Wales,Scotland,22,14,1978 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
1012,1978-02-18,France,Ireland,10,9,1978 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1013,1978-03-04,Ireland,Wales,16,20,1978 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1014,1978-03-04,Scotland,England,0,15,1978 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1015,1978-03-18,England,Ireland,15,9,1978 Five Nations Championship,Twickenham,London,England,False,False,home_team
1016,1978-03-18,Wales,France,16,7,1978 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
1017,1978-06-11,Australia,Wales,18,8,1978 Wales tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team
1018,1978-06-17,Australia,Wales,19,17,1978 Wales tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
1019,1978-08-19,New Zealand,Australia,13,12,1978 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False,home_team
1020,1978-08-26,New Zealand,Australia,22,6,1978 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1021,1978-09-09,New Zealand,Australia,16,30,1978 Australia tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,away_team
1022,1978-10-24,Italy,Argentina,19,6,"1978 Argentina rugby union tour of Britain, Ireland and Italy",Stadio Comunale Mario Battaglini,Rovigo,Italy,False,False,home_team
1023,1978-11-04,Ireland,New Zealand,6,10,1978 New Zealand rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False,away_team
1024,1978-11-11,Wales,New Zealand,12,13,1978 New Zealand tour of Great Britain and Ireland,National Stadium,Cardiff,Wales,False,False,away_team
1025,1978-11-25,England,New Zealand,6,16,1978 New Zealand rugby union tour of Britain and Ireland,Twickenham,London,England,False,False,away_team
1026,1978-12-09,Scotland,New Zealand,9,18,1978 New Zealand tour,Murrayfield,Edinburgh,Scotland,False,False,away_team
1027,1979-01-20,Scotland,Wales,13,19,1979 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1028,1979-01-20,Ireland,France,9,9,1979 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,
1029,1979-02-01,England,France,7,6,1979 Five Nations Championship,Twickenham,London,England,False,False,home_team
1030,1979-02-03,Wales,Ireland,24,21,1979 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
1031,1979-02-03,England,Scotland,7,7,1979 Five Nations Championship,Twickenham Stadium,London,England,False,False,
1032,1979-02-17,Ireland,England,12,7,1979 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1033,1979-02-17,France,Wales,14,13,1979 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1034,1979-03-03,Scotland,Ireland,11,11,1979 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,
1035,1979-03-17,Wales,England,27,3,1979 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
1036,1979-03-17,France,Scotland,21,17,1979 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1037,1979-06-03,Australia,Ireland,12,27,1979 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,away_team
1038,1979-06-16,Australia,Ireland,3,9,1979 Ireland tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team
1039,1979-07-07,New Zealand,France,23,9,1979 French tour of Fiji & New Zealand,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1040,1979-07-14,New Zealand,France,19,24,1979 French tour of Fiji & New Zealand,Eden Park,Auckland,New Zealand,False,False,away_team
1041,1979-07-28,Australia,New Zealand,12,6,1979 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
1042,1979-10-27,Argentina,Australia,24,13,1979 Australia tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,home_team
1043,1979-11-03,Argentina,Australia,12,17,1979 Australia tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,away_team
1044,1979-11-10,Scotland,New Zealand,6,20,1979 New Zealand tour,Murrayfield,Edinburgh,Scotland,False,False,away_team
1045,1979-11-24,England,New Zealand,9,10,"1979 New Zealand rugby union tour of England, Scotland and Italy",Twickenham,London,England,False,False,away_team
1046,1980-01-19,Wales,France,18,9,1980 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
1047,1980-01-19,England,Ireland,24,9,1980 Five Nations Championship,Twickenham,London,England,False,False,home_team
1048,1980-02-02,Ireland,Scotland,22,15,1980 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1049,1980-02-02,France,England,13,17,1980 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team
1050,1980-02-16,Scotland,France,22,14,1980 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
1051,1980-02-16,England,Wales,9,8,1980 Five Nations Championship,Twickenham,London,England,False,False,home_team
1052,1980-03-01,Wales,Scotland,17,6,1980 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
1053,1980-03-01,France,Ireland,19,18,1980 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1054,1980-03-15,Ireland,Wales,21,7,1980 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1055,1980-03-15,Scotland,England,18,30,1980 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1056,1980-06-21,Australia,New Zealand,13,9,1980 New Zealand tour of Australia and Fiji,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
1057,1980-06-28,Australia,New Zealand,9,12,1980 New Zealand tour of Australia and Fiji,Ballymore Stadium,Brisbane,Australia,False,False,away_team
1058,1980-07-12,Australia,New Zealand,26,10,1980 New Zealand tour of Australia and Fiji,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
1059,1980-11-01,Wales,New Zealand,3,23,1980 New Zealand tour of North America and Wales,National Stadium,Cardiff,Wales,False,False,away_team
1060,1980-11-08,South Africa,France,37,15,1980 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
1061,1981-01-17,Wales,England,21,19,1981 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
1062,1981-01-17,France,Scotland,16,9,1981 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1063,1981-02-07,Ireland,France,13,19,1981 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1064,1981-02-07,Scotland,Wales,15,6,1981 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1065,1981-02-21,England,Scotland,23,17,1981 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
1066,1981-02-21,Wales,Ireland,9,8,1981 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
1067,1981-03-07,Ireland,England,6,10,1981 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1068,1981-03-07,France,Wales,19,15,1981 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team
1069,1981-03-21,England,France,12,16,1981 Five Nations Championship,Twickenham,London,England,False,False,away_team
1070,1981-03-21,Scotland,Ireland,10,9,1981 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1071,1981-05-30,Argentina,England,19,19,1981 England tour of Argentina,Ferrocarril Stadium,Buenos Aires,Argentina,False,False,
1072,1981-05-30,South Africa,Ireland,23,15,1981 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False,home_team
1073,1981-06-06,South Africa,Ireland,12,10,1981 Ireland rugby union tour of South Africa,King's Park,Durban,South Africa,False,False,home_team
1074,1981-06-06,Argentina,England,6,12,1981 England tour of Argentina,Ferrocarril Stadium,Buenos Aires,Argentina,False,False,away_team
1075,1981-06-13,New Zealand,Scotland,11,4,1981 Scotland rugby union tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False,home_team
1076,1981-06-20,New Zealand,Scotland,40,15,1981 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
1077,1981-07-05,Australia,France,17,15,1981 France tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team
1078,1981-07-11,Australia,France,24,14,1981 France tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team
1079,1981-08-15,New Zealand,South Africa,14,9,1981 South Africa tour,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1080,1981-08-29,New Zealand,South Africa,12,24,1981 South Africa tour,Athletic Park,Wellington,New Zealand,False,False,away_team
1081,1981-09-12,New Zealand,South Africa,25,22,1981 South Africa tour,Eden Park,Auckland,New Zealand,False,False,home_team
1082,1981-11-14,France,New Zealand,9,13,1981 New Zealand tour,Stadium Municipal,Toulouse,France,False,False,away_team
1083,1981-11-21,France,New Zealand,6,18,1981 New Zealand tour,Parc des Princes,Paris,France,False,False,away_team
